Loyalty Number,flights_12m,distance_12m,pts_acc_12m,pts_red_12m,dollar_red_12m,active_months,max_month_flights,recency,flights_h1,flights_h2,trend,trend_ratio,flights_l3m,redeem_ratio,avg_dist_per_flight,ever_redeemed,Salary,salary_missing,Gender,Education,Marital Status,Loyalty Card,Enrollment Type,enroll_ym,cancel_ym,CLV,Province,City,tenure_months,is_active,churn_prob,log_prob,seg_raw,segment,segment_name,card_w,fv_flights,fv_pts,future_value_score,risk_band
357988,61,87564,131346.0,0,0,8,16,0.0,10,51,41,4.636363636363637,15,0.0,1435.4754098360656,0,53636.0,0,Female,High School or Below,Divorced,Star,2018 Promotion,24220,,9052.95,British Columbia,Whistler,8,True,0.0359579021236971,0.0005012748104459,1,1,Champions,1,183.0,126623.07338766089,0.8,Low
358012,45,61736,92604.0,0,0,6,16,0.0,16,29,13,1.7058823529411764,7,0.0,1371.911111111111,0,73654.0,0,Female,Bachelor,Married,Star,2018 Promotion,24219,,9268.67,Quebec,Montreal,9,True,0.0359579021236971,0.000570580215105,1,1,Champions,1,103.5,89274.15443173716,0.8209,Low
358020,8,9486,9486.0,0,0,4,2,0.0,2,6,4,2.0,2,0.0,1185.75,0,245769.0,0,Female,Doctor,Married,Star,Standard,24166,,2435.62,British Columbia,Vancouver,62,True,0.0354399946591926,0.1514062877165953,0,3,Steady Flyers,1,11.2,9149.8162106629,0.2483,Low
358039,12,17446,17446.0,588,106,3,6,2.0,0,12,12,12.0,4,0.0337020691236315,1453.8333333333333,1,73455.0,1,Male,College,Married,Nova,Standard,24222,,6358.25,British Columbia,Vancouver,6,True,0.0819697524678136,0.1637450498965633,2,5,Casual / Emerging,2,26.4,16015.955698446523,0.3961,Low
358151,18,26627,26627.0,1094,197,8,4,0.0,9,9,0,0.9,4,0.0410845726303139,1479.2777777777778,1,73455.0,1,Male,College,Single,Star,Standard,24214,,2562.84,British Columbia,Vancouver,14,True,0.034226538744487,0.0058712713729717,3,2,Loyalists,1,18.0,25715.649952850545,0.3297,Low
358201,21,24432,24432.0,2240,402,9,5,0.0,6,15,9,2.142857142857143,5,0.0916792862112716,1163.428571428571,1,73455.0,1,Female,College,Married,Nova,Standard,24204,,3123.08,British Columbia,Whistler,24,True,0.034226538744487,0.0098833808591779,3,2,Loyalists,2,39.9,23595.777205394694,0.4845,Low
358255,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,70560.0,0,Female,Bachelor,Married,Star,Standard,24151,,7590.96,British Columbia,Victoria,77,False,0.4979887436893953,0.7811047503738561,4,4,At-Risk Lapsed,1,0.0,0.0,0.1526,High
358375,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,101038.0,0,Male,Master,Married,Star,Standard,24154,,8382.63,Ontario,Toronto,74,False,0.4979887436893953,0.798344338627937,4,4,At-Risk Lapsed,1,0.0,0.0,0.1886,High
358384,17,23827,23827.0,644,116,6,5,1.0,4,13,9,2.6,5,0.027027027027027,1401.5882352941176,1,73455.0,1,Male,College,Single,Star,Standard,24173,,6943.74,Ontario,Toronto,55,True,0.0348152493205827,0.0499274256683161,3,2,Loyalists,1,32.3,22997.45705443848,0.4512,Low
358513,15,23439,23439.0,809,146,7,5,1.0,6,9,3,1.2857142857142858,1,0.0345136518771331,1562.6,1,73176.0,0,Female,Bachelor,Married,Star,Standard,24153,,6701.57,Ontario,Toronto,75,True,0.0360487981038529,0.0366769369087023,0,3,Steady Flyers,1,19.5,22594.052221243797,0.3643,Low
358792,20,25848,25848.0,0,0,6,6,0.0,11,9,-2,0.75,4,0.0,1292.4,0,73455.0,1,Female,College,Divorced,Nova,Standard,24172,,8714.92,Alberta,Calgary,56,True,0.034226538744487,0.0428986303652624,0,3,Steady Flyers,2,16.0,24963.3124265325,0.3866,Low
358794,10,10481,10481.0,0,0,4,5,0.0,2,8,6,2.6666666666666665,3,0.0,1048.1,0,73455.0,1,Male,College,Married,Star,Standard,24177,,3342.18,Quebec,Hull,51,True,0.0354399946591926,0.0701675847397199,2,5,Casual / Emerging,1,16.0,10109.553415977003,0.2608,Low
358900,17,25008,25008.0,0,0,8,4,1.0,10,7,-3,0.6363636363636364,4,0.0,1471.0588235294117,0,50298.0,0,Female,Bachelor,Married,Aurora,Standard,24198,,5318.9,Ontario,Ottawa,30,True,0.0348152493205827,0.010386253315485,0,3,Steady Flyers,3,11.9,24137.340244990868,0.3205,Low
358968,13,19410,19410.0,0,0,4,4,0.0,0,13,13,13.0,7,0.0,1493.076923076923,0,73455.0,1,Female,College,Married,Star,Standard,24211,,5003.34,Saskatchewan,Regina,17,True,0.0431436928546359,0.2191231872059873,2,5,Casual / Emerging,1,29.9,18572.580921691515,0.4001,Low
358979,20,40034,40034.0,428,77,6,4,3.0,13,7,-6,0.5,0,0.0106906456850256,2001.7,1,112860.0,0,Male,Master,Divorced,Star,Standard,24153,,2867.31,Quebec,Montreal,75,True,0.0371227239315998,0.0891932276986879,0,3,Steady Flyers,1,8.0,38547.828870122336,0.3503,Low
358997,6,7927,7927.0,0,0,3,3,0.0,0,6,6,6.0,6,0.0,1321.1666666666667,0,50235.0,0,Female,Bachelor,Married,Star,Standard,24224,,13406.92,Quebec,Montreal,4,True,0.0858357516990989,0.0513917285431761,2,5,Casual / Emerging,1,9.6,7246.579996281243,0.2779,Low
359011,13,16284,16284.0,775,139,5,4,2.0,4,9,5,1.8,4,0.0475898065704636,1252.6153846153843,1,60458.0,0,Male,Bachelor,Married,Star,Standard,24195,,14014.1,Quebec,Montreal,33,True,0.0348152493205827,0.0371355191202876,2,5,Casual / Emerging,1,19.5,15717.068480063632,0.3913,Low
359029,15,23213,23213.0,0,0,8,4,0.0,5,10,5,1.6666666666666667,5,0.0,1547.5333333333333,0,73455.0,1,Female,College,Single,Aurora,Standard,24217,,7343.53,Ontario,Ottawa,11,True,0.034226538744487,0.0058600416185687,2,5,Casual / Emerging,3,22.5,22418.499356124223,0.4225,Low
359091,21,24319,24319.0,699,126,9,5,0.0,7,14,7,1.75,4,0.0287417763157894,1158.047619047619,1,86067.0,0,Male,Bachelor,Single,Aurora,Standard,24209,,5555.83,Saskatchewan,Regina,19,True,0.034226538744487,0.0046728572822224,3,2,Loyalists,3,35.7,23486.64480427282,0.5077,Low
359133,42,78256,117384.0,408,73,6,20,1.0,6,36,30,5.142857142857143,2,0.0034757422157856,1863.2380952380952,1,72000.0,0,Male,Bachelor,Married,Star,2018 Promotion,24219,,5638.54,British Columbia,Vancouver,9,True,0.0378687267749415,0.0001024881230007,1,1,Champions,1,126.0,112938.81737625028,0.7862,Low
359138,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,75700.0,0,Male,Bachelor,Married,Nova,Standard,24228,,7596.29,Ontario,Toronto,0,False,0.0310624917774999,0.2738632317979456,4,4,At-Risk Lapsed,2,0.0,0.0,0.1742,Low
359275,18,23782,23782.0,0,0,7,4,3.0,14,4,-10,0.2666666666666666,0,0.0,1321.2222222222222,0,69696.0,0,Female,Bachelor,Single,Nova,Standard,24158,,11009.13,Saskatchewan,Regina,70,True,0.0371227239315998,0.0728990912441723,0,3,Steady Flyers,2,3.6,22899.147379458693,0.3155,Low
359360,20,35239,35239.0,0,0,7,6,0.0,18,2,-16,0.1052631578947368,2,0.0,1761.95,0,118530.0,0,Female,Master,Single,Nova,Standard,24175,,3600.93,New Brunswick,Fredericton,53,True,0.0354399946591926,0.0171377397690705,0,3,Steady Flyers,2,4.0,33990.13002820472,0.3294,Low
359446,14,21832,21832.0,393,71,7,4,0.0,6,8,2,1.1428571428571428,3,0.0180002748133559,1559.428571428571,1,73455.0,1,Male,College,Married,Nova,Standard,24175,,5504.14,British Columbia,Vancouver,53,True,0.0354399946591926,0.0315290110769239,0,3,Steady Flyers,2,16.8,21058.27403660051,0.3467,Low
359466,26,44943,44943.0,0,0,9,5,0.0,13,13,0,0.9285714285714286,6,0.0,1728.576923076923,0,83662.0,0,Male,Doctor,Married,Nova,Standard,24209,,5165.2,Ontario,Ottawa,19,True,0.034226538744487,0.0053412770389681,3,2,Loyalists,2,26.0,43404.75666920652,0.503,Low
359575,20,29086,29086.0,530,95,6,6,1.0,12,8,-4,0.6153846153846154,3,0.0182211984735448,1454.3,1,73455.0,1,Male,College,Single,Star,Standard,24198,,14687.08,Quebec,Hull,30,True,0.0360487981038529,0.0136100392611164,0,3,Steady Flyers,1,12.0,28037.48465835133,0.411,Low
359693,21,30910,30910.0,519,93,5,5,3.0,13,8,-5,0.5714285714285714,0,0.0167901394325644,1471.904761904762,1,44903.0,0,Male,High School or Below,Married,Star,Standard,24167,,5253.49,Newfoundland,St. John's,61,True,0.0412657653839577,0.0678996276774345,0,3,Steady Flyers,1,10.5,29634.47519198187,0.2947,Low
359816,20,27410,27410.0,447,80,8,6,0.0,5,15,10,2.5,4,0.0163073218780781,1370.5,1,54857.0,0,Male,Bachelor,Married,Nova,Standard,24192,,5828.18,Ontario,Toronto,36,True,0.034226538744487,0.0100436851021223,3,2,Loyalists,2,40.0,26471.850573013613,0.5039,Low
360017,28,38705,38705.0,0,0,9,6,0.0,18,10,-8,0.5263157894736842,8,0.0,1382.321428571429,0,99502.0,0,Female,Bachelor,Divorced,Star,Standard,24181,,8639.5,Ontario,Toronto,47,True,0.034226538744487,0.0110641770017681,3,2,Loyalists,1,5.6000000000000005,37380.26181789463,0.3768,Low
360031,4,8678,8678.0,0,0,2,2,5.0,2,2,0,0.6666666666666666,0,0.0,2169.5,0,73455.0,1,Male,College,Married,Star,Standard,24221,,2357.5,Ontario,Toronto,7,True,0.0722594217783693,0.0969292457235432,2,5,Casual / Emerging,1,4.0,8050.932737807311,0.166,Low
360240,18,26520,26520.0,0,0,6,5,0.0,3,15,12,3.75,9,0.0,1473.3333333333333,0,56358.0,0,Female,Bachelor,Divorced,Star,Standard,24217,,3095.8,British Columbia,Vancouver,11,True,0.034226538744487,0.0135281922733162,2,5,Casual / Emerging,1,39.6,25612.312192496203,0.4577,Low
360256,25,35938,35938.0,646,116,9,4,0.0,8,17,9,1.8888888888888888,6,0.0179749019171373,1437.52,1,73602.0,0,Female,Bachelor,Married,Nova,Standard,24211,,6689.02,Ontario,Trenton,17,True,0.034226538744487,0.0069897169804014,3,2,Loyalists,2,47.5,34707.966650600625,0.6112,Low
360435,9,16183,16183.0,492,89,4,3,1.0,6,3,-3,0.4285714285714285,3,0.0304003954522985,1798.111111111111,1,79075.0,0,Male,Bachelor,Married,Aurora,Standard,24198,,5343.12,Ontario,Toronto,30,True,0.0360487981038529,0.0367831405235852,2,5,Casual / Emerging,3,6.3,15599.62230028535,0.2772,Low
360446,27,33025,33025.0,1459,263,9,6,0.0,10,17,7,1.5454545454545454,8,0.044177314842851,1223.148148148148,1,80895.0,0,Male,Bachelor,Married,Star,Standard,24182,,6314.49,Quebec,Tremblant,46,True,0.034226538744487,0.012397905059227,3,2,Loyalists,1,45.9,31894.66855796332,0.5763,Low
360472,24,43370,43370.0,1133,204,8,5,0.0,14,10,-4,0.6666666666666666,9,0.0261234465426206,1807.0833333333333,1,105231.0,0,Female,Master,Divorced,Nova,Standard,24156,,4772.94,Quebec,Montreal,72,True,0.034226538744487,0.0385099761599595,3,2,Loyalists,2,14.4,41885.5950146516,0.4386,Low
360537,22,28372,28372.0,502,90,8,5,0.0,12,10,-2,0.7692307692307693,5,0.0176928770309801,1289.6363636363635,1,95924.0,0,Male,Bachelor,Divorced,Nova,Standard,24164,,3694.15,Nova Scotia,Halifax,64,True,0.034226538744487,0.0312904626108554,0,3,Steady Flyers,2,17.6,27400.92464274141,0.3822,Low
360730,26,38954,38954.0,547,98,8,5,0.0,12,14,2,1.0769230769230769,10,0.0140418431523552,1498.2307692307693,1,65379.0,0,Female,Bachelor,Married,Aurora,Standard,24203,,11280.73,Nova Scotia,Halifax,25,True,0.034226538744487,0.0086503632279694,3,2,Loyalists,3,31.2,37620.73940974726,0.5685,Low
360732,1,917,917.0,376,68,1,1,1.0,0,1,1,1.0,1,0.4095860566448802,917.0,1,83431.0,0,Male,Bachelor,Married,Nova,Standard,24225,,4930.95,British Columbia,Vancouver,3,True,0.0884307280637802,0.0564927096251181,2,5,Casual / Emerging,2,1.1,835.9090223655136,0.1677,Low
360805,9,15588,15588.0,481,87,5,4,0.0,4,5,1,1.0,4,0.0308550901276541,1732.0,1,199894.0,0,Male,Doctor,Married,Star,Standard,24182,,6503.4,Ontario,Toronto,46,True,0.034226538744487,0.0349298221281324,0,3,Steady Flyers,1,9.9,15054.476714050938,0.3009,Low
360868,17,28443,28443.0,0,0,5,6,1.0,0,17,17,17.0,4,0.0,1673.1176470588234,0,86987.0,0,Female,Bachelor,Married,Star,Standard,24221,,4122.57,Quebec,Montreal,7,True,0.0938727606131064,0.1401455168237839,2,5,Casual / Emerging,1,45.900000000000006,25772.977069881414,0.5373,Low
360902,23,42387,42387.0,997,180,7,5,2.0,13,10,-3,0.7142857142857143,2,0.0235208077757856,1842.9130434782608,1,79325.0,0,Male,Bachelor,Married,Star,Standard,24206,,7582.11,Nova Scotia,Halifax,22,True,0.0360487981038529,0.0085123502348477,3,2,Loyalists,1,16.099999999999998,40858.99959477199,0.43,Low
360942,26,26493,26493.0,605,109,9,5,0.0,10,16,6,1.4545454545454546,9,0.022835358949196,1018.9615384615385,1,127574.0,0,Male,Master,Married,Star,Standard,24160,,2227.07,Ontario,Toronto,68,True,0.034226538744487,0.0417366937742492,3,2,Loyalists,1,41.6,25586.236309042302,0.5093,Low
360981,15,20539,20539.0,613,110,5,4,0.0,0,15,15,15.0,7,0.0298442064264849,1369.2666666666669,1,48398.0,0,Male,Bachelor,Married,Star,Standard,24222,,22425.26,Quebec,Montreal,6,True,0.1013647653027756,0.1454727408086545,2,5,Casual / Emerging,1,37.5,18457.06908544629,0.5794,Medium
361109,24,35548,35548.0,315,57,8,5,0.0,18,6,-12,0.3157894736842105,5,0.008861008748488,1481.1666666666667,1,75214.0,0,Male,Bachelor,Married,Nova,Standard,24152,,9100.73,Nova Scotia,Halifax,76,True,0.034226538744487,0.0414606183944831,0,3,Steady Flyers,2,4.800000000000001,34331.31500071097,0.3572,Low
361237,41,60896,60896.0,1025,184,10,6,1.0,19,22,3,1.1,8,0.0168316994269011,1485.2682926829268,1,57584.0,0,Male,Bachelor,Divorced,Aurora,Standard,24199,,5768.09,British Columbia,Dawson Creek,29,True,0.0348152493205827,0.0074050773178153,3,2,Loyalists,3,53.3,58775.8905773738,0.7391,Low
361434,17,22233,22233.0,547,98,7,5,1.0,7,10,3,1.25,1,0.0246019609606908,1307.8235294117646,1,89067.0,0,Male,Bachelor,Married,Star,Standard,24202,,5270.01,British Columbia,Vancouver,26,True,0.0360487981038529,0.0093642299209484,0,3,Steady Flyers,1,22.1,21431.52707175704,0.3784,Low
361439,13,19577,19577.0,0,0,7,4,1.0,3,10,7,2.5,3,0.0,1505.923076923077,0,100487.0,0,Female,Bachelor,Married,Star,Standard,24177,,6520.82,British Columbia,Vancouver,51,True,0.0360487981038529,0.0301868098945744,0,3,Steady Flyers,1,22.1,18871.272679520876,0.3902,Low
361707,26,37843,37843.0,322,58,9,6,0.0,16,10,-6,0.5882352941176471,5,0.0085086143113835,1455.5,1,73455.0,1,Female,College,Single,Nova,Standard,24189,,6829.41,British Columbia,Vancouver,39,True,0.034226538744487,0.0081986576123919,3,2,Loyalists,2,10.4,36547.76509429238,0.38,Low
361816,30,57947,57947.0,505,91,10,5,0.0,10,20,10,1.818181818181818,8,0.0087147097397666,1931.5666666666664,1,65673.0,0,Female,High School or Below,Single,Star,Standard,24171,,4605.04,British Columbia,Victoria,57,True,0.034226538744487,0.006716554508984,3,2,Loyalists,1,60.0,55963.674759373214,0.7347,Low
361827,14,17525,17525.0,0,0,5,5,0.0,3,11,8,2.75,8,0.0,1251.7857142857142,0,87330.0,0,Male,Bachelor,Married,Star,Standard,24197,,7870.36,Ontario,Toronto,31,True,0.034226538744487,0.0291472568573449,2,5,Casual / Emerging,1,25.2,16925.179908502865,0.4023,Low
361892,29,41713,41713.0,0,0,8,5,0.0,15,14,-1,0.875,6,0.0,1438.3793103448277,0,83189.0,0,Female,Bachelor,Married,Star,Standard,24171,,4743.62,British Columbia,Vancouver,57,True,0.034226538744487,0.0252801373208551,0,3,Steady Flyers,1,26.1,40285.308389351216,0.4701,Low
362055,32,49525,49525.0,0,0,9,5,0.0,13,19,6,1.3571428571428572,6,0.0,1547.65625,0,73455.0,1,Male,College,Single,Star,Standard,24172,,6781.27,Alberta,Banff,56,True,0.034226538744487,0.0204311848486825,3,2,Loyalists,1,51.2,47829.93066867928,0.6722,Low
362134,6,7257,7257.0,0,0,3,3,0.0,0,6,6,6.0,3,0.0,1209.5,0,62421.0,0,Male,Bachelor,Married,Star,Standard,24222,,8113.96,Manitoba,Winnipeg,6,True,0.0858357516990989,0.0520730138895039,2,5,Casual / Emerging,1,9.6,6634.089949919639,0.2386,Low
362165,16,22445,22445.0,480,86,6,5,0.0,10,6,-4,0.5454545454545454,3,0.0213846565089548,1402.8125,1,95659.0,0,Female,Bachelor,Married,Star,Standard,24203,,8388.72,Nova Scotia,Halifax,25,True,0.0354399946591926,0.0096143368570272,0,3,Steady Flyers,1,9.6,21649.549319874423,0.3332,Low
362167,35,58257,58257.0,0,0,11,6,0.0,12,23,11,1.7692307692307692,8,0.0,1664.4857142857145,0,53081.0,0,Male,Bachelor,Divorced,Nova,Standard,24156,,7858.11,Alberta,Edmonton,72,True,0.034226538744487,0.0144874944773772,3,2,Loyalists,2,73.5,56263.06453236242,0.7825,Low
362201,15,22243,22243.0,0,0,8,3,0.0,7,8,1,1.0,5,0.0,1482.8666666666666,0,73455.0,1,Male,College,Married,Star,Standard,24182,,15860.04,Saskatchewan,Regina,46,True,0.034226538744487,0.0231537556265773,0,3,Steady Flyers,1,16.5,21481.699098706376,0.4243,Low
362293,10,10562,10562.0,367,66,6,3,1.0,7,3,-4,0.375,1,0.0347439174476947,1056.2,1,48683.0,0,Female,Bachelor,Married,Aurora,Standard,24184,,11003.02,Ontario,Toronto,44,True,0.0400769738146361,0.0280689667153952,0,3,Steady Flyers,3,6.0,10138.707002569814,0.2762,Low
362471,16,21209,21209.0,0,0,4,6,3.0,8,8,0,0.8888888888888888,0,0.0,1325.5625,0,74049.0,0,Female,Bachelor,Divorced,Aurora,Standard,24172,,13009.24,Ontario,Kingston,56,True,0.0371227239315998,0.0728548199296987,0,3,Steady Flyers,3,16.0,20421.6641481347,0.4247,Low
362541,21,30532,30532.0,0,0,7,5,0.0,12,9,-3,0.6923076923076923,6,0.0,1453.904761904762,0,73455.0,1,Male,College,Married,Star,Standard,24166,,9657.58,British Columbia,Vancouver,62,True,0.034226538744487,0.0398354674654563,0,3,Steady Flyers,1,14.7,29486.995319053323,0.3884,Low
362586,22,25000,25000.0,460,83,7,4,2.0,12,10,-2,0.7692307692307693,4,0.0183992640294388,1136.3636363636365,1,89419.0,0,Male,Bachelor,Divorced,Star,Standard,24160,,2949.28,Quebec,Hull,68,True,0.0348152493205827,0.0771152557624976,0,3,Steady Flyers,1,17.6,24129.618766985437,0.3393,Low
362642,10,10432,10432.0,0,0,5,3,1.0,5,5,0,0.8333333333333334,1,0.0,1043.2,0,63561.0,0,Female,Bachelor,Married,Star,Standard,24183,,8730.42,Ontario,Toronto,45,True,0.0360487981038529,0.0444971079933389,0,3,Steady Flyers,1,10.0,10055.938938180609,0.2617,Low
362680,22,38033,38033.0,388,70,7,6,0.0,10,12,2,1.0909090909090908,4,0.0102013987484881,1728.7727272727273,1,73455.0,1,Male,College,Single,Nova,Standard,24170,,3054.54,British Columbia,West Vancouver,58,True,0.034226538744487,0.0228179949345626,0,3,Steady Flyers,2,26.4,36731.26205193093,0.4497,Low
362736,16,27780,27780.0,650,117,7,5,1.0,8,8,0,0.8888888888888888,3,0.0233972859148338,1736.25,1,73455.0,1,Female,College,Single,Nova,Standard,24154,,6113.87,Quebec,Quebec City,74,True,0.0360487981038529,0.0470931988192436,0,3,Steady Flyers,2,16.0,26778.564388674968,0.3702,Low
362742,8,7004,7004.0,0,0,4,3,0.0,3,5,2,1.25,2,0.0,875.5,0,65056.0,0,Female,Bachelor,Divorced,Star,Standard,24211,,16007.95,British Columbia,Victoria,17,True,0.0354399946591926,0.0224906856061101,2,5,Casual / Emerging,1,9.6,6755.778277407016,0.3136,Low
362823,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,47157.0,0,Male,High School or Below,Married,Aurora,Standard,24224,,8478.3,British Columbia,Vancouver,4,False,0.2316870388895612,0.2545324362547447,4,4,At-Risk Lapsed,3,0.0,0.0,0.172,Medium
362841,11,12442,12442.0,686,123,5,4,1.0,2,9,7,3.0,4,0.055131399180262,1131.090909090909,1,78592.0,0,Male,Bachelor,Married,Aurora,Standard,24206,,9050.76,British Columbia,Vancouver,22,True,0.0348152493205827,0.0280826901577725,2,5,Casual / Emerging,3,18.7,12008.82866795331,0.3763,Low
362855,13,21932,21932.0,571,103,6,4,1.0,7,6,-1,0.75,2,0.0260338303013723,1687.076923076923,1,101226.0,0,Male,Bachelor,Married,Nova,Standard,24202,,5457.34,Ontario,Toronto,26,True,0.0360487981038529,0.0160521894189369,0,3,Steady Flyers,2,11.7,21141.3777599863,0.3398,Low
362925,47,68863,103294.5,585,105,8,24,0.0,29,18,-11,0.6,10,0.0056633638445043,1465.1702127659576,1,73382.0,0,Male,Bachelor,Single,Nova,2018 Promotion,24220,,7688.02,Manitoba,Winnipeg,8,True,0.0359579021236971,3.115688902957656e-05,1,1,Champions,2,9.4,99580.24647908375,0.4836,Low
363199,23,36574,36574.0,0,0,9,6,0.0,16,7,-9,0.4117647058823529,5,0.0,1590.1739130434785,0,74770.0,0,Male,Bachelor,Married,Nova,Standard,24214,,4428.03,Quebec,Montreal,14,True,0.034226538744487,0.003038130342656,0,3,Steady Flyers,2,4.6000000000000005,35322.19857195913,0.3168,Low
363314,16,22057,22057.0,367,66,6,5,4.0,10,6,-4,0.5454545454545454,0,0.016637954483634,1378.5625,1,100181.0,0,Female,Bachelor,Single,Nova,Standard,24149,,5157.64,Quebec,Montreal,79,True,0.0497290169902855,0.0998309314662274,0,3,Steady Flyers,2,9.6,20960.127072245272,0.3218,Low
363483,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,102170.0,0,Female,Bachelor,Married,Nova,Standard,24228,,5508.32,Ontario,Toronto,0,False,0.0310624917774999,0.2683784247698157,4,4,At-Risk Lapsed,2,0.0,0.0,0.1801,Low
363743,19,30876,30876.0,1110,199,8,4,0.0,6,13,7,1.8571428571428568,5,0.0359490883181656,1625.0526315789473,1,91817.0,0,Male,Bachelor,Married,Star,Standard,24160,,14024.36,Ontario,Trenton,68,True,0.034226538744487,0.0323833868157781,3,2,Loyalists,1,32.3,29819.22138972522,0.5607,Low
363774,20,23361,23361.0,1061,191,8,5,0.0,6,14,8,2.0,8,0.0454156322232685,1168.05,1,73689.0,0,Female,Bachelor,Single,Star,Standard,24161,,2613.02,Alberta,Edmonton,67,True,0.034226538744487,0.0310668142558588,3,2,Loyalists,1,36.0,22561.43382839004,0.434,Low
363780,13,20034,20034.0,668,120,3,5,0.0,0,13,13,13.0,5,0.0333416521088095,1541.076923076923,1,73455.0,1,Male,College,Divorced,Nova,Standard,24222,,13419.4,British Columbia,Vancouver,6,True,0.0964040320749471,0.1929927711183365,2,5,Casual / Emerging,2,29.9,18102.641621410512,0.4917,Low
363864,19,29266,29266.0,0,0,8,4,1.0,8,11,3,1.2222222222222223,6,0.0,1540.3157894736842,0,168331.0,0,Female,Doctor,Married,Nova,Standard,24212,,4987.64,British Columbia,Vancouver,16,True,0.0348152493205827,0.0104507588149677,0,3,Steady Flyers,2,24.7,28247.096913383823,0.4527,Low
363925,23,28701,28701.0,567,102,8,6,0.0,7,16,9,2.0,3,0.019754720925371,1247.8695652173913,1,73455.0,1,Female,College,Single,Star,Standard,24215,,4853.53,British Columbia,Dawson Creek,13,True,0.0354399946591926,0.0047306161525929,3,2,Loyalists,1,43.7,27683.836713286517,0.5247,Low
363967,61,98316,147474.0,1512,273,6,20,0.0,20,41,21,1.9523809523809523,25,0.0102525851839294,1611.7377049180327,1,73455.0,1,Male,College,Single,Nova,2018 Promotion,24220,,5568.95,Ontario,Trenton,8,True,0.0359579021236971,0.000290632443338,1,1,Champions,2,183.0,142171.14434220988,0.8036,Low
363983,2,1976,1976.0,0,0,1,2,1.0,0,2,2,2.0,2,0.0,988.0,0,73455.0,1,Female,College,Single,Aurora,Standard,24225,,18361.56,Ontario,Toronto,3,True,0.0884307280637802,0.0617059738276387,2,5,Casual / Emerging,3,2.4,1801.2608813459703,0.3098,Low
364049,14,17087,17087.0,581,105,7,3,1.0,8,6,-2,0.6666666666666666,3,0.034000468164794,1220.5,1,73862.0,0,Female,Bachelor,Married,Nova,Standard,24160,,13367.87,British Columbia,Vancouver,68,True,0.0360487981038529,0.0627149247323806,0,3,Steady Flyers,2,11.2,16471.034186799465,0.3641,Low
364067,23,40558,40558.0,584,105,9,5,0.0,10,13,3,1.181818181818182,9,0.0143987770901649,1763.391304347826,1,72731.0,0,Male,Bachelor,Single,Aurora,Standard,24153,,8535.11,Ontario,Toronto,75,True,0.034226538744487,0.021210293036103,3,2,Loyalists,3,29.9,39169.8400416011,0.5482,Low
364137,26,25897,25897.0,432,78,9,6,0.0,11,15,4,1.25,5,0.0166808247741138,996.0384615384615,1,65935.0,0,Male,Bachelor,Divorced,Aurora,Standard,24154,,8427.17,New Brunswick,Fredericton,74,True,0.034226538744487,0.0315870630710103,3,2,Loyalists,3,36.4,25010.63532613402,0.5256,Low
364153,26,40143,40143.0,521,94,9,7,0.0,12,14,2,1.0769230769230769,5,0.0129782781984854,1543.9615384615386,1,52821.0,0,Female,Bachelor,Single,Nova,Standard,24181,,13037.03,Quebec,Montreal,47,True,0.0359579021236971,0.0061458911443984,3,2,Loyalists,2,31.2,38699.54193504843,0.5603,Low
364264,15,19616,19616.0,418,75,5,5,2.0,11,4,-7,0.3333333333333333,1,0.0213080491410511,1307.7333333333331,1,73945.0,0,Female,Bachelor,Single,Nova,Standard,24195,,12157.33,Ontario,Toronto,33,True,0.0360487981038529,0.0248931219684689,0,3,Steady Flyers,2,4.500000000000001,18908.86677639482,0.3197,Low
364356,55,52878,79317.0,0,0,6,20,2.0,33,22,-11,0.6470588235294118,2,0.0,961.4181818181818,0,84901.0,0,Female,Bachelor,Married,Star,2018 Promotion,24219,,2592.44,British Columbia,West Vancouver,9,True,0.0378687267749415,0.0009852918844115,0,3,Steady Flyers,1,11.0,76313.36619839197,0.4416,Low
364372,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,104488.0,0,Female,Bachelor,Single,Nova,Standard,24149,,9406.38,British Columbia,Vancouver,79,False,0.4979887436893953,0.8124660626082669,4,4,At-Risk Lapsed,2,0.0,0.0,0.2179,High
364710,65,69214,103821.0,1672,302,6,28,0.0,4,61,57,12.2,23,0.0161044865250139,1064.8307692307692,1,50322.0,0,Female,Bachelor,Married,Aurora,2018 Promotion,24220,,51016.07,Quebec,Tremblant,8,True,0.0359579021236971,0.0008893979015127,1,1,Champions,3,195.0,100087.81464361564,0.9475,Low
364895,22,36134,36134.0,0,0,7,6,1.0,20,2,-18,0.0952380952380952,1,0.0,1642.4545454545455,0,73455.0,1,Female,College,Single,Nova,Standard,24177,,13864.38,British Columbia,Dawson Creek,51,True,0.0360487981038529,0.0222310930743955,0,3,Steady Flyers,2,4.4,34831.41272931538,0.3985,Low
